timestamp,RU_id,question_id,response
2025-11-11T17:39:25.568443+00:00,RU_084,3,Good
2025-11-11T17:39:26.181971+00:00,RU_084,4,Fair/Poor
2025-11-11T17:39:27.002422+00:00,RU_084,5,Fair/Poor
2025-11-11T17:39:27.532613+00:00,RU_085,1,Wrong direction
2025-11-11T17:39:28.343331+00:00,RU_085,2,Good
2025-11-11T17:39:29.563393+00:00,RU_085,3,Fair/Poor
2025-11-11T17:39:30.437714+00:00,RU_085,4,Fair/Poor
2025-11-11T17:39:31.713853+00:00,RU_085,5,Fair/Poor
2025-11-11T17:39:33.760900+00:00,RU_086,1,Wrong direction
2025-11-11T17:39:34.784517+00:00,RU_086,2,Good
2025-11-11T17:39:35.398954+00:00,RU_086,3,Fair/Poor
2025-11-11T17:39:36.188953+00:00,RU_086,4,Fair/Poor
2025-11-11T17:39:36.936195+00:00,RU_086,5,Fair/Poor
2025-11-11T17:39:37.959437+00:00,RU_087,1,Wrong direction
2025-11-11T17:39:38.970914+00:00,RU_087,2,Good
2025-11-11T17:39:39.904911+00:00,RU_087,3,Fair/Poor
2025-11-11T17:39:40.415331+00:00,RU_087,4,Fair/Poor
2025-11-11T17:39:41.136758+00:00,RU_087,5,Fair/Poor
2025-11-11T17:39:41.849683+00:00,RU_088,1,Wrong direction
2025-11-11T17:39:42.362994+00:00,RU_088,2,Fair/Poor
2025-11-11T17:39:43.180108+00:00,RU_088,3,Fair/Poor
2025-11-11T17:39:44.000031+00:00,RU_088,4,Fair/Poor
2025-11-11T17:39:45.842753+00:00,RU_088,5,Fair/Poor
2025-11-11T17:39:46.351494+00:00,RU_089,1,Wrong direction
2025-11-11T17:39:47.173345+00:00,RU_089,2,Good
2025-11-11T17:39:48.300960+00:00,RU_089,3,Fair/Poor
2025-11-11T17:39:49.009038+00:00,RU_089,4,Good
2025-11-11T17:39:49.618243+00:00,RU_089,5,Fair/Poor
2025-11-11T17:39:50.175843+00:00,RU_090,1,Wrong direction
2025-11-11T17:39:51.373146+00:00,RU_090,2,Good
2025-11-11T17:39:52.762266+00:00,RU_090,3,Good
2025-11-11T17:39:53.420668+00:00,RU_090,4,Good
2025-11-11T17:39:54.450729+00:00,RU_090,5,Fair/Poor
2025-11-11T17:39:55.265054+00:00,RU_091,1,Wrong direction
2025-11-11T17:39:55.982258+00:00,RU_091,2,Good
2025-11-11T17:39:56.593175+00:00,RU_091,3,Fair/Poor
2025-11-11T17:39:57.004819+00:00,RU_091,4,Good
2025-11-11T17:39:58.133913+00:00,RU_091,5,Fair/Poor
2025-11-11T17:39:58.851422+00:00,RU_092,1,Wrong direction
2025-11-11T17:39:59.361029+00:00,RU_092,2,Fair/Poor
2025-11-11T17:39:59.872840+00:00,RU_092,3,Fair/Poor
2025-11-11T17:40:00.386708+00:00,RU_092,4,Good
2025-11-11T17:40:01.612917+00:00,RU_092,5,Fair/Poor
2025-11-11T17:40:03.054321+00:00,RU_093,1,Wrong direction
2025-11-11T17:40:05.362146+00:00,RU_093,2,Good
2025-11-11T17:40:06.835645+00:00,RU_093,3,Fair/Poor
2025-11-11T17:40:08.477255+00:00,RU_093,4,Fair/Poor
2025-11-11T17:40:09.193093+00:00,RU_093,5,Fair/Poor
2025-11-11T17:40:09.599582+00:00,RU_094,1,Wrong direction
2025-11-11T17:40:10.215448+00:00,RU_094,2,Good
2025-11-11T17:40:10.830568+00:00,RU_094,3,Fair/Poor
2025-11-11T17:40:11.651685+00:00,RU_094,4,Good
2025-11-11T17:40:12.597065+00:00,RU_094,5,Fair/Poor
2025-11-11T17:40:14.106330+00:00,RU_095,1,Wrong direction
2025-11-11T17:40:14.617342+00:00,RU_095,2,Good
2025-11-11T17:40:16.053286+00:00,RU_095,3,Fair/Poor
2025-11-11T17:40:16.974166+00:00,RU_095,4,Good
2025-11-11T17:40:17.691210+00:00,RU_095,5,Fair/Poor
2025-11-11T17:40:18.715617+00:00,RU_096,1,Wrong direction
2025-11-11T17:40:19.824375+00:00,RU_096,2,Good
2025-11-11T17:40:20.968594+00:00,RU_096,3,Fair/Poor
2025-11-11T17:40:21.889595+00:00,RU_096,4,Fair/Poor
2025-11-11T17:40:22.811761+00:00,RU_096,5,Fair/Poor
2025-11-11T17:40:23.625463+00:00,RU_097,1,Wrong direction
2025-11-11T17:40:24.244037+00:00,RU_097,2,Good
2025-11-11T17:40:25.267521+00:00,RU_097,3,Fair/Poor
2025-11-11T17:40:26.006897+00:00,RU_097,4,Good
2025-11-11T17:40:27.008163+00:00,RU_097,5,Fair/Poor
2025-11-11T17:40:27.724552+00:00,RU_098,1,Wrong direction
2025-11-11T17:40:28.648632+00:00,RU_098,2,Good
2025-11-11T17:40:29.596795+00:00,RU_098,3,Good
2025-11-11T17:40:30.356821+00:00,RU_098,4,Fair/Poor
2025-11-11T17:40:31.206356+00:00,RU_098,5,Fair/Poor
2025-11-11T17:40:31.923502+00:00,RU_099,1,Wrong direction
2025-11-11T17:40:33.152130+00:00,RU_099,2,Good
2025-11-11T17:40:34.586803+00:00,RU_099,3,Fair/Poor
2025-11-11T17:40:35.064158+00:00,RU_099,4,Good
2025-11-11T17:40:35.712385+00:00,RU_099,5,Fair/Poor
2025-11-11T17:40:37.029097+00:00,RU_100,1,Wrong direction
2025-11-11T17:40:37.454409+00:00,RU_100,2,Good
2025-11-11T17:40:38.667338+00:00,RU_100,3,Fair/Poor
2025-11-11T17:40:39.603990+00:00,RU_100,4,Fair/Poor
2025-11-11T17:40:40.548059+00:00,RU_100,5,Fair/Poor
