timestamp,RUS_id,question_id,response
2025-11-10T22:14:57.142410+00:00,RUS_082,5,Fair/Poor
2025-11-10T22:14:57.604988+00:00,RUS_083,1,Wrong direction
2025-11-10T22:14:58.116228+00:00,RUS_083,2,Good
2025-11-10T22:14:58.674467+00:00,RUS_083,3,Fair/Poor
2025-11-10T22:14:59.451580+00:00,RUS_083,4,Good
2025-11-10T22:15:00.167072+00:00,RUS_083,5,Fair/Poor
2025-11-10T22:15:00.679725+00:00,RUS_084,1,No opinion
2025-11-10T22:15:01.397523+00:00,RUS_084,2,Good
2025-11-10T22:15:02.009107+00:00,RUS_084,3,Fair/Poor
2025-11-10T22:15:02.779275+00:00,RUS_084,4,Fair/Poor
2025-11-10T22:15:03.544034+00:00,RUS_084,5,Fair/Poor
2025-11-10T22:15:03.954263+00:00,RUS_085,1,Wrong direction
2025-11-10T22:15:04.467639+00:00,RUS_085,2,Good
2025-11-10T22:15:06.412420+00:00,RUS_085,3,Fair/Poor
2025-11-10T22:15:07.744743+00:00,RUS_085,4,Fair/Poor
2025-11-10T22:15:08.255781+00:00,RUS_085,5,Fair/Poor
2025-11-10T22:15:08.877343+00:00,RUS_086,1,Wrong direction
2025-11-10T22:15:09.584237+00:00,RUS_086,2,Good
2025-11-10T22:15:10.105732+00:00,RUS_086,3,Good
2025-11-10T22:15:10.918782+00:00,RUS_086,4,Fair/Poor
2025-11-10T22:15:12.044684+00:00,RUS_086,5,Fair/Poor
2025-11-10T22:15:12.762599+00:00,RUS_087,1,Wrong direction
2025-11-10T22:15:13.275538+00:00,RUS_087,2,Good
2025-11-10T22:15:15.317887+00:00,RUS_087,3,Fair/Poor
2025-11-10T22:15:16.042080+00:00,RUS_087,4,Fair/Poor
2025-11-10T22:15:16.814400+00:00,RUS_087,5,Fair/Poor
2025-11-10T22:15:17.673971+00:00,RUS_088,1,Wrong direction
2025-11-10T22:15:18.261989+00:00,RUS_088,2,Good
2025-11-10T22:15:19.102731+00:00,RUS_088,3,Fair/Poor
2025-11-10T22:15:19.828807+00:00,RUS_088,4,Fair/Poor
2025-11-10T22:15:20.338691+00:00,RUS_088,5,Good
2025-11-10T22:15:20.828641+00:00,RUS_089,1,Wrong direction
2025-11-10T22:15:21.872792+00:00,RUS_089,2,Fair/Poor
2025-11-10T22:15:22.485525+00:00,RUS_089,3,Fair/Poor
2025-11-10T22:15:23.337144+00:00,RUS_089,4,Fair/Poor
2025-11-10T22:15:23.786186+00:00,RUS_089,5,Not sure
2025-11-10T22:15:24.535562+00:00,RUS_090,1,Wrong direction
2025-11-10T22:15:25.072604+00:00,RUS_090,2,Good
2025-11-10T22:15:25.563191+00:00,RUS_090,3,Good
2025-11-10T22:15:26.173458+00:00,RUS_090,4,Good
2025-11-10T22:15:26.586413+00:00,RUS_090,5,Fair/Poor
2025-11-10T22:15:27.098967+00:00,RUS_091,1,Wrong direction
2025-11-10T22:15:27.608708+00:00,RUS_091,2,Good
2025-11-10T22:15:28.226759+00:00,RUS_091,3,Fair/Poor
2025-11-10T22:15:28.838363+00:00,RUS_091,4,Fair/Poor
2025-11-10T22:15:29.927726+00:00,RUS_091,5,Fair/Poor
2025-11-10T22:15:30.339631+00:00,RUS_092,1,Wrong direction
2025-11-10T22:15:30.890778+00:00,RUS_092,2,Fair/Poor
2025-11-10T22:15:31.500243+00:00,RUS_092,3,Fair/Poor
2025-11-10T22:15:32.116484+00:00,RUS_092,4,Good
2025-11-10T22:15:32.730609+00:00,RUS_092,5,Fair/Poor
2025-11-10T22:15:33.238393+00:00,RUS_093,1,Wrong direction
2025-11-10T22:15:33.934327+00:00,RUS_093,2,Fair/Poor
2025-11-10T22:15:34.571908+00:00,RUS_093,3,Good
2025-11-10T22:15:35.286225+00:00,RUS_093,4,Good
2025-11-10T22:15:35.804999+00:00,RUS_093,5,Fair/Poor
2025-11-10T22:15:36.211385+00:00,RUS_094,1,Wrong direction
2025-11-10T22:15:36.824598+00:00,RUS_094,2,Fair/Poor
2025-11-10T22:15:37.542792+00:00,RUS_094,3,Fair/Poor
2025-11-10T22:15:38.463479+00:00,RUS_094,4,Fair/Poor
2025-11-10T22:15:39.181527+00:00,RUS_094,5,Fair/Poor
2025-11-10T22:15:39.588963+00:00,RUS_095,1,Wrong direction
2025-11-10T22:15:39.997766+00:00,RUS_095,2,Good
2025-11-10T22:15:42.252156+00:00,RUS_095,3,Fair/Poor
2025-11-10T22:15:42.661399+00:00,RUS_095,4,Fair/Poor
2025-11-10T22:15:43.249857+00:00,RUS_095,5,Fair/Poor
2025-11-10T22:15:43.691244+00:00,RUS_096,1,Wrong direction
2025-11-10T22:15:44.303287+00:00,RUS_096,2,Fair/Poor
2025-11-10T22:15:45.119798+00:00,RUS_096,3,Fair/Poor
2025-11-10T22:15:45.736133+00:00,RUS_096,4,Fair/Poor
2025-11-10T22:15:47.065879+00:00,RUS_096,5,Fair/Poor
2025-11-10T22:15:47.782923+00:00,RUS_097,1,Wrong direction
2025-11-10T22:15:48.419570+00:00,RUS_097,2,Good
2025-11-10T22:15:48.908794+00:00,RUS_097,3,Fair/Poor
2025-11-10T22:15:49.522452+00:00,RUS_097,4,Fair/Poor
2025-11-10T22:15:50.243205+00:00,RUS_097,5,Fair/Poor
2025-11-10T22:15:50.751165+00:00,RUS_098,1,Wrong direction
2025-11-10T22:15:54.128958+00:00,RUS_098,2,Good
2025-11-10T22:15:54.745148+00:00,RUS_098,3,Fair/Poor
2025-11-10T22:15:55.666348+00:00,RUS_098,4,Good
2025-11-10T22:15:56.484831+00:00,RUS_098,5,Fair/Poor
2025-11-10T22:15:57.099058+00:00,RUS_099,1,Wrong direction
2025-11-10T22:15:57.716925+00:00,RUS_099,2,Good
2025-11-10T22:15:58.328834+00:00,RUS_099,3,Good
2025-11-10T22:15:58.943823+00:00,RUS_099,4,Good
2025-11-10T22:15:59.658939+00:00,RUS_099,5,Fair/Poor
2025-11-10T22:16:00.170695+00:00,RUS_100,1,Wrong direction
2025-11-10T22:16:00.991148+00:00,RUS_100,2,Fair/Poor
2025-11-10T22:16:01.810566+00:00,RUS_100,3,Fair/Poor
2025-11-10T22:16:02.526426+00:00,RUS_100,4,Fair/Poor
2025-11-10T22:16:03.040498+00:00,RUS_100,5,Not sure
